0,1,2
"LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLSInformation Technology Scheme of Work for Primary/Basic 4 CLASSPrimary/Basic 4 SUBJECTInformation Technology TERMFirst TermWEEKTOPICSLearning Objectives1Revision of Basic 3 work 2Storage devices -Flash drive -Hard drive -CDBy the end of the lesson, pupils should be able to: i. Explain storage devices ii. Outline the various storage devices3OUTPUT DEVICE -Monitor -PrinterBy the end of the lesson, pupils should be able to: i. define output device ii. outline the function of the various types of output device4LAUNCHING OF MICROSOFT -PowerpointBy the end of the lesson, pupils should be able to: i. launching of microsoft powerpoint5Microsoft Power Point Tool barBy the end of the lesson, pupils should be able to: i. Identify various tools on the Tool bar and state their functions6Microsoft Power Point -Tool barBy the end of the lesson, pupils should be able to: i. Identify various tools on the Tool bar and state their functions7MID-TERM BREAK8MENU BARBy the end of the lesson, pupils should be able to i. Identify various items on the menu bar and state their functions9LAUNCHING POWERPOINTBy the end of the lesson, pupils should be able to i. locate and launch microsoft powerpoint10Intodoction to Computer Coding/Programming: -program -programming -programmerBy the end of the lesson, pupils should be able to: i. Explain the concept of Prgram, ii. Programming and Prorammer11REVISION12EXAMINATION","LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLSInformation Technology Scheme of Work for Primary/Basic 4 CLASSPrimary/Basic 4 SUBJECTInformation Technology TERMFirst TermWEEKTOPICSLearning Objectives1Revision of Basic 3 work 2Storage devices -Flash drive -Hard drive -CDBy the end of the lesson, pupils should be able to: i. Explain storage devices ii. Outline the various storage devices3OUTPUT DEVICE -Monitor -PrinterBy the end of the lesson, pupils should be able to: i. define output device ii. outline the function of the various types of output device4LAUNCHING OF MICROSOFT -PowerpointBy the end of the lesson, pupils should be able to: i. launching of microsoft powerpoint5Microsoft Power Point Tool barBy the end of the lesson, pupils should be able to: i. Identify various tools on the Tool bar and state their functions6Microsoft Power Point -Tool barBy the end of the lesson, pupils should be able to: i. Identify various tools on the Tool bar and state their functions7MID-TERM BREAK8MENU BARBy the end of the lesson, pupils should be able to i. Identify various items on the menu bar and state their functions9LAUNCHING POWERPOINTBy the end of the lesson, pupils should be able to i. locate and launch microsoft powerpoint10Intodoction to Computer Coding/Programming: -program -programming -programmerBy the end of the lesson, pupils should be able to: i. Explain the concept of Prgram, ii. Programming and Prorammer11REVISION12EXAMINATION","LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLSInformation Technology Scheme of Work for Primary/Basic 4 CLASSPrimary/Basic 4 SUBJECTInformation Technology TERMFirst TermWEEKTOPICSLearning Objectives1Revision of Basic 3 work 2Storage devices -Flash drive -Hard drive -CDBy the end of the lesson, pupils should be able to: i. Explain storage devices ii. Outline the various storage devices3OUTPUT DEVICE -Monitor -PrinterBy the end of the lesson, pupils should be able to: i. define output device ii. outline the function of the various types of output device4LAUNCHING OF MICROSOFT -PowerpointBy the end of the lesson, pupils should be able to: i. launching of microsoft powerpoint5Microsoft Power Point Tool barBy the end of the lesson, pupils should be able to: i. Identify various tools on the Tool bar and state their functions6Microsoft Power Point -Tool barBy the end of the lesson, pupils should be able to: i. Identify various tools on the Tool bar and state their functions7MID-TERM BREAK8MENU BARBy the end of the lesson, pupils should be able to i. Identify various items on the menu bar and state their functions9LAUNCHING POWERPOINTBy the end of the lesson, pupils should be able to i. locate and launch microsoft powerpoint10Intodoction to Computer Coding/Programming: -program -programming -programmerBy the end of the lesson, pupils should be able to: i. Explain the concept of Prgram, ii. Programming and Prorammer11REVISION12EXAMINATION"
LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS,LAGOS STATE GOVERNMENT MINISTRY OF EDUCATION UNIFIED SCHEMES OF WORK FOR PRIMARY SCHOOLS
Information Technology Scheme of Work for Primary/Basic 4,Information Technology Scheme of Work for Primary/Basic 4,Information Technology Scheme of Work for Primary/Basic 4
,CLASS,Primary/Basic 4
,SUBJECT,Information Technology
,TERM,First Term
WEEK,TOPICS,Learning Objectives
1,Revision of Basic 3 work,
2,Storage devices -Flash drive -Hard drive -CD,"By the end of the lesson, pupils should be able to: i. Explain storage devices ii. Outline the various storage devices"
3,OUTPUT DEVICE -Monitor -Printer,"By the end of the lesson, pupils should be able to: i. define output device ii. outline the function of the various types of output device"
4,LAUNCHING OF MICROSOFT -Powerpoint,"By the end of the lesson, pupils should be able to: i. launching of microsoft powerpoint"
5,Microsoft Power Point Tool bar,"By the end of the lesson, pupils should be able to: i. Identify various tools on the Tool bar and state their functions"
6,Microsoft Power Point -Tool bar,"By the end of the lesson, pupils should be able to: i. Identify various tools on the Tool bar and state their functions"
7,MID-TERM BREAK,MID-TERM BREAK
8,MENU BAR,"By the end of the lesson, pupils should be able to i. Identify various items on the menu bar and state their functions"
9,LAUNCHING POWERPOINT,"By the end of the lesson, pupils should be able to i. locate and launch microsoft powerpoint"
10,Intodoction to Computer Coding/Programming: -program -programming -programmer,"By the end of the lesson, pupils should be able to: i. Explain the concept of Prgram, ii. Programming and Prorammer"
11,REVISION,REVISION
12,EXAMINATION,EXAMINATION
